tarih,sehir,sehir_id,kosu_no,kosu_sira,kazanan_mi,at_id,at_yas,kilo,jokey_id,sahip_id,antrenor_id,derece,ganyan_orani
09/12/2024,Şanlıurfa,7,4,6,0,TRADER(8) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,58 +1.40 Fazla Kilo,M.ÜNLÜ,HÜSEYİN BECENE,S.BECENE,1.36.29,15.05
09/12/2024,Şanlıurfa,7,4,7,0,VICTORY SHOT(9) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"56,5",A.AKDEMİR,MÜSLÜM KAPLAN,M.E.SARIDAL,1.36.40,12.0
09/12/2024,Şanlıurfa,7,4,8,0,ASİLYÜREK(14) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y d a,56 +0.80 Fazla Kilo,İ.KATAR,EYYÜP ARTUN,A.AKBABA,1.36.91,9.25
09/12/2024,Şanlıurfa,7,4,9,0,GARONOR(11) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y a a,"56,5 +0.50 Fazla Kilo",H.ALTUNKILIÇ,ERKAN YILDIRIM,MEH.ALTIN,1.37.31,33.75
09/12/2024,Şanlıurfa,7,4,10,0,DEMENTED(5) K Kulaklık takılacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder.,6y d a,57,A.H.BAYAR AP Apranti,MURAT ERCAN,G.BALTA,1.38.32,11.2
09/12/2024,Şanlıurfa,7,4,11,0,PRENSES HİRA(6) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y d k,"58,5",B.BEKTAŞ,BİŞAR DEMİRKAPU,B.DEMİRKAPU,1.38.70,14.2
09/12/2024,Şanlıurfa,7,4,12,0,HAND OF THE KING(13) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,55 +1.60 Fazla Kilo,M.IŞIK AP Apranti,REFİK ÇEVİK,A.E.KARAKURT,1.41.35,12.35
09/12/2024,Şanlıurfa,7,4,13,0,KING OF THE CITY(7) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,57 +1.30 Fazla Kilo,Y.CENGİZ,MEHMET KAYA,MEHM.KAYA,1.44.45,11.6
09/12/2024,Şanlıurfa,7,4,14,0,TOMMY GUN(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,61,M.DOĞAN,ALİ BAKIR,Y.BAYSAL,1.45.08,7.9
09/12/2024,Şanlıurfa,7,4,15,0,YALAN DÜNYA(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,61,M.ŞAKİR AP Apranti,MEHMET EMİN DEMİRKAPU,D.DEMİRKAPU,1.46.86,7.65
09/12/2024,Şanlıurfa,7,5,1,1,TAYYAVİ GÜZELİ(10) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a d,57,S.KAPLAN,İSRAFİL FELHAN,A.AKBABA,1.30.78,11.9
09/12/2024,Şanlıurfa,7,5,2,0,CANBEBİŞ(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. ÖG Start makinasına önden giriş yapacağını ifade eder.,2y a d,57,İ.KATAR,ÖMER DERİN,T.ÇİZİK,1.30.89,25.25
09/12/2024,Şanlıurfa,7,5,3,0,PARİSLİ(7) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,57 +1.00 Fazla Kilo,M.DOĞAN,SERHAT ŞAHİN,C.ŞAHİN,1.31.12,1.7
09/12/2024,Şanlıurfa,7,5,4,0,QIANLIMA(8) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,55 +2.00 Fazla Kilo,A.ÇANKAYA AP Apranti,REFİK ÇEVİK,A.E.KARAKURT,1.32.52,7.7
09/12/2024,Şanlıurfa,7,5,5,0,SİDOŞ(9) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d d,57,F.YARDIMCI,SELAMİ ÜNLÜ,G.BALTA,1.32.64,4.25
09/12/2024,Şanlıurfa,7,5,6,0,ALWAYS WIN(1) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,54,M.ŞAKİR AP Apranti,SEYDİ AKYILDIRIM,Y.BAYSAL,1.35.29,2.4
09/12/2024,Şanlıurfa,7,5,7,0,ASYA İNCİSİ(2) KG Kapalı gözlük takılacağını ifade eder.,2y d d,57 +0.20 Fazla Kilo,M.E.DOĞAN,CENGİZ DOĞAN,Ş.OLĞAÇ,1.36.29,23.6
09/12/2024,Şanlıurfa,7,5,8,0,DEMİRKAPU KIZI(4) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a d,57,H.ALTUNKILIÇ,MEHMET EMİN DEMİRKAPU,D.DEMİRKAPU,1.40.23,27.65
09/12/2024,Şanlıurfa,7,5,9,0,EPEDOR(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y a d,54 +1.30 Fazla Kilo,L.TAPTIK AP Apranti,ÖMER DEMİR,H.ÇALI,1.40.43,15.15
09/12/2024,Şanlıurfa,7,5,10,0,DİNLENCEKIZI(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,57 +1.30 Fazla Kilo,Y.CENGİZ,ABDİ ARSLAN,E.ALTIN,1.45.80,23.9
09/12/2024,Şanlıurfa,7,6,1,1,NAKLOV(7) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y d a,63,İ.GÜREKE,CAN ÇAĞRI,T.ÇİZİK,2.09.61,3.2
09/12/2024,Şanlıurfa,7,6,2,0,QUEENSTOWN(8) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,5y d k,55,T.YILMAZ,BEYHAN HADİOĞLU,N.DOĞAN,2.09.83,1.95
09/12/2024,Şanlıurfa,7,6,3,0,IRISH MILLIONS(2) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k a,60,L.TAPTIK,SUAT ÇİZİK,T.ÇİZİK,2.10.34,11.85
09/12/2024,Şanlıurfa,7,6,4,0,KING OF THE CASTLE(3) KG Kapalı gözlük takılacağını ifade eder.,4y d a,60,Ç.CANPOLAT,FERİDE TURAN,C.ŞAHİN,2.12.22,3.2
09/12/2024,Şanlıurfa,7,6,5,0,THE GLOVE(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y d a,57,MEH.PARLAK,BEYHAN HADİOĞLU,N.DOĞAN,2.12.97,1.95
09/12/2024,Şanlıurfa,7,6,6,0,PANCHMAHAL(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,8y d a,63,K.YİĞİT,ENVER DIBLEN,S.KARAKEÇİLİ,2.13.10,5.25
09/12/2024,Şanlıurfa,7,6,7,0,PENABER(4) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,60,M.BAL,ABDULKADİR DURMAZ,K.TAŞDEMİR,2.20.60,9.55
09/12/2024,Şanlıurfa,7,6,8,0,AUCKLAND(5) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,58,M.AKDAĞ,BÜLENT YARDIMCI,EY.YARDIMCI,2.21.47,6.15
09/12/2024,Şanlıurfa,7,7,1,1,TAÇYİĞİT(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,"56,5 +1.00 Fazla Kilo",A.ÇANKAYA AP Apranti,BİŞAR ÇELİK,S.BECENE,1.47.15,13.6
09/12/2024,Şanlıurfa,7,7,2,0,RÜZGAR DELEN(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,56,M.ŞAKİR AP Apranti,YASİN TEKTAŞ,M.GÜNDÜZ,1.47.40,5.95
09/12/2024,Şanlıurfa,7,7,3,0,DOĞUNUN KARATAŞI(5) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,"56,5",F.YARDIMCI,ÖMER YARDIMCI,EY.YARDIMCI,1.47.73,2.3
09/12/2024,Şanlıurfa,7,7,4,0,BABADİZDAR(15) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y a e,50 +1.20 Fazla Kilo,M.BAL AP Apranti,KUTBETTİN SAÇAN,S.BECENE,1.48.06,23.7
09/12/2024,Şanlıurfa,7,7,5,0,FERHAT KARDEŞ(2) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,59,A.AKDEMİR,HAMZA CANLIKA,AB.AKIL,1.48.97,3.25
09/12/2024,Şanlıurfa,7,7,6,0,SEMENDİN GÜCÜ(10) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,54 +2.00 Fazla Kilo,S.KAPLAN,SERHAT ŞAHİN,C.ŞAHİN,1.50.72,13.55
09/12/2024,Şanlıurfa,7,7,7,0,BABADENİZ(8) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. GKR Göz koruyucu takılacağını ifade eder.,3y a e,55 +2.00 Fazla Kilo,İ.KATAR,MEHMET DİLBER,M.GÜNDÜZ,1.52.61,21.55
09/12/2024,Şanlıurfa,7,7,8,0,BALAK GAZİ(9) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,"51,5",T.YILMAZ AP Apranti,EKREM BİRDEN,H.TEKİNALP,1.54.40,14.15
09/12/2024,Şanlıurfa,7,7,9,0,ARTUKOĞLU(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,"59,5",H.ALTUNDAĞ,ÖMER KARAÇİZMELİ,M.BARCİN,1.54.48,8.95
09/12/2024,Şanlıurfa,7,7,10,0,ADİLMAN(7) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,55 +2.00 Fazla Kilo,H.ALTUNKILIÇ,SAVAŞ ERCÜMENT BECENE,S.BECENE,1.58.64,16.95
09/12/2024,Şanlıurfa,7,7,11,0,ATEŞ IN MY HEART(14) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,52 +1.60 Fazla Kilo,M.AKDAĞ AP Apranti,MUZBAH YARDIMCI,EY.YARDIMCI,1.59.56,23.0
09/12/2024,Şanlıurfa,7,7,12,0,DIRAXTER(11) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y k e,"52,5 +2.00 Fazla Kilo",A.H.BAYAR AP Apranti,EMİN ÇELİK,H.ATAKAYA,2.00.42,8.15
09/12/2024,Şanlıurfa,7,7,13,0,PELİTSIRTI(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y k d,55 +1.50 Fazla Kilo,İ.GÜREKE AP Apranti,İSMAİL CANPOLAT,MEHM.KAYA,2.00.43,37.95
09/12/2024,Şanlıurfa,7,7,14,0,KRAL BARAN(13) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,52 +2.00 Fazla Kilo,Ç.CANPOLAT AP Apranti,M.SABAHATTİN MALKOÇ,A.YARDIMCI,2.03.79,21.8
09/12/2024,Şanlıurfa,7,7,15,0,RÜSTEM MİZAN(12) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y a e,52 +2.00 Fazla Kilo,B.SARIDAL AP Apranti,ALİ ÇELİK,M.DEMİROL,2.05.70,19.65
10/12/2024,Adana,3,1,1,1,HOŞGÜLHAT(4) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,7y a k,57,M.A.AKGÖBEK AP Apranti,SABRİ KATI,EKR.YARDIMCI,2.18.92,3.0
10/12/2024,Adana,3,1,2,0,SEHERYELİ(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y k k,"57,5",F.ÇETİNBAŞ AP Apranti,MUSTAFA KAYKAÇ,M.GÜLENDAĞI,2.21.76,1.25
10/12/2024,Adana,3,1,3,0,GUPSEZEN(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y d k,60,SAL.ÇELİK AP Apranti,ALİ ŞAHİN,HAS.YILDIRIM,2.21.79,2.7
10/12/2024,Adana,3,1,4,0,HARPUT ATEŞİ(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y k k,61,H.ALTUNDAĞ,ERKUT ŞAHİN,HAS.YILDIRIM,2.24.31,2.7
10/12/2024,Adana,3,1,5,0,GÖNÜL SAYFAM(5) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a k,"55,5",E.ÇİZİK,MEHMET EMİN DEMİRKAPU,D.DEMİRKAPU,2.27.68,5.05
10/12/2024,Adana,3,2,1,1,"KING HOPE(3) t 700.000,00 TL KG Kapalı gözlük takılacağını ifade eder.",2y d e,57 +0.30 Fazla Kilo,M.G.ARSLAN,CANER ÇİÇEK,S.GÜRKAN,1.31.28,13.85
10/12/2024,Adana,3,2,2,0,"ANGIE BABY(7) t 700.000,00 TL DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",2y d d,55 +0.40 Fazla Kilo,N.DEMİR,FERHAT BİNİCİ,Y.TUNCAY,1.31.40,3.05
10/12/2024,Adana,3,2,3,0,"TURBO FANI(5) t 700.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",2y d e,54 +2.00 Fazla Kilo,SAL.ÇELİK AP Apranti,ASIM DUTAL,S.GÜRKAN,1.31.44,2.05
10/12/2024,Adana,3,2,4,0,"KING DAI JIN(2) t 700.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",2y d e,57 +0.10 Fazla Kilo,H.ÇİZİK,SAVAŞ ERCÜMENT BECENE,MEH.ALTIN,1.31.75,5.75
10/12/2024,Adana,3,2,5,0,"SPYCATCHER(10) t 700.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",2y d d,55 +1.40 Fazla Kilo,A.ÇELİK,A.HAŞİM AGAR,M.DÜLGAR,1.31.79,4.25
10/12/2024,Adana,3,2,6,0,"ZAVORİY(6) t 700.000,00 TL DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",2y d e,54,M.A.AKGÖBEK AP Apranti,REFİK ÇEVİK,Y.BAYSAL,1.31.98,24.65
10/12/2024,Adana,3,2,7,0,"MARİBOR(9) t 700.000,00 TL KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.",2y d d,55,E.ÇİZİK,VEYSEL KAHRAMAN,BAH.GÖK,1.32.17,4.85
10/12/2024,Adana,3,2,8,0,"FRA DIAVOLO(1) t 700.000,00 TL KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",2y a e,54 +1.00 Fazla Kilo,M.N.SUNKAR AP Apranti,AYTEKİN ŞEN,V.TEKİN,1.34.06,16.55
10/12/2024,Adana,3,2,9,0,"OĞLUM CİHAT(4) t 700.000,00 TL KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",2y d e,57 +1.50 Fazla Kilo,H.ALTUNDAĞ,MURAT YAYIK,Y.BAYSAL,1.37.33,28.35
10/12/2024,Adana,3,2,10,0,"İKRA HANIM(8) t 700.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",2y d d,55,E.SİNCAN,KERİM YILDIRIM,V.TEKİN,1.37.48,31.3
10/12/2024,Adana,3,3,1,1,HEDBE(7) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,7y a a,"59,5",H.ÇİZİK,HİKMET ÇELİK,S.KARAKEÇİLİ,2.16.09,12.75
10/12/2024,Adana,3,3,2,0,TAŞKENT(12) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k a,58,MÜS.ÇELİK,HASAN BAŞER,F.GEZİCİ,2.16.18,2.75
10/12/2024,Adana,3,3,3,0,MEGA STAR(8) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,8y a a,"59,5",F.ÇETİNBAŞ AP Apranti,YUNUS ADVAN,R.TAŞDELEN,2.16.52,23.75
10/12/2024,Adana,3,3,4,0,ERKŞAN(2) K Kulaklık takılacağını ifade eder.,4y d a,60,V.ABİŞ,ÜMİT ARSLAN,M.ARSLAN,2.16.92,6.05
10/12/2024,Adana,3,3,5,0,UĞURLAR(9) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y k a,"59,5",A.ÇELİK,NECLA DEMİR,M.PEKİN,2.17.19,3.2
10/12/2024,Adana,3,3,6,0,CİHANA BEDEL(6) KG Kapalı gözlük takılacağını ifade eder.,5y k a,"59,5",M.G.ARSLAN,İBRAHİM HALİL ARSLAN,ÇET.ARSLAN,2.17.37,18.6
10/12/2024,Adana,3,3,7,0,YENERSULTAN(1) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,7y a k,"60,5",M.AKYAVUZ,SONGÜL TEKİNALP,İ.ÇEÇAN,2.17.42,2.65
10/12/2024,Adana,3,3,8,0,BAY TOSUNOĞLU(3) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,5y a a,"59,5",A.SÖZEN,SEVGİ TOSUNOĞLU,C.KARATAŞ,2.18.28,7.65
10/12/2024,Adana,3,3,9,0,KÜÇÜKTEPE(11) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,4y a a,58,E.ÇİZİK,ÖMER BİLİR,M.A.İNCESOY,2.19.04,41.95
10/12/2024,Adana,3,3,10,0,ATABEYLİ(10) KG Kapalı gözlük takılacağını ifade eder.,4y a a,58,M.N.SUNKAR AP Apranti,MURAT YILDIZ,M.ARSLAN,2.20.02,21.55
10/12/2024,Adana,3,3,11,0,BERATIM(4) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y a a,"59,5",SAL.ÇELİK AP Apranti,HAKAN ÇELİK,MEH.ÇELİK,2.20.94,18.5
10/12/2024,Adana,3,3,12,0,BÜKEÇ(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. GKR Göz koruyucu takılacağını ifade eder.,6y k a,"59,5",F.S.M.SANSAR AP Apranti,MUSTAFA TÜZÜN,Ş.AYDEMİR,2.21.56,30.5
10/12/2024,Adana,3,4,1,1,DANCING BLUES(9) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,56,M.BAYIR,BURHANETTİN ŞEN,E.MUTLU,1.23.10,13.85
10/12/2024,Adana,3,4,2,0,TEK NERGİZ(3) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y a d,58,SAL.ÇELİK AP Apranti,MAHMUT POLAT,Y.TUNCAY,1.23.12,1.75
10/12/2024,Adana,3,4,3,0,PHALANX PIKE(7) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,59,H.ÇİZİK,ÖMERCAN EROĞLU,S.DEMİR,1.23.15,7.15
10/12/2024,Adana,3,4,4,0,KARPATYA(6) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,59,V.DEMİR,MEHMET YAŞARTEKİN,H.GÜNEY,1.23.33,10.05
10/12/2024,Adana,3,4,5,0,ANNA KARENINA(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d k,54,F.S.M.SANSAR AP Apranti,İSMAİL BİÇEN,A.ÇİFTÇİ,1.23.69,3.55
10/12/2024,Adana,3,4,6,0,AGNODİS(1) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,58,M.AKDAĞ AP Apranti,GİZEM ÇAKMAKOĞLU,Y.TUNCAY,1.23.89,22.85
10/12/2024,Adana,3,4,7,0,ALATA(4) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,7y d k,60,E.SİNCAN,ŞÜKRÜ YARDIMCI,MEH.ALTIN,1.23.91,7.65
10/12/2024,Adana,3,4,8,0,İLKNUR(10) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d d,56 +0.50 Fazla Kilo,M.G.ARSLAN,DURMUŞ ALİ KARALI,Y.TUNCAY,1.25.49,21.85
10/12/2024,Adana,3,4,9,0,LET CROPS LAUGH(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y d k,56,M.KIYAK AP Apranti,HALİT DOĞAN,A.DİNÇ,1.26.12,34.2
10/12/2024,Adana,3,4,10,0,ANADOLU SHOW(2) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d k,59,F.ÇETİNBAŞ AP Apranti,FEHMİ İLERİ,U.DAŞCI,1.26.78,3.7
10/12/2024,Adana,3,5,1,1,KOCAHANIM(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d d,55 +0.20 Fazla Kilo,MÜS.ÇELİK,YUSUF AKGÜL,A.ÇIKMAN,1.23.23,2.35
10/12/2024,Adana,3,5,2,0,PRINCESS QALİ(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,53 +0.90 Fazla Kilo,F.S.M.SANSAR AP Apranti,AYTEKİN ŞEN,S.KAN,1.23.30,31.7
10/12/2024,Adana,3,5,3,0,FIRE AND POWER(3) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,57 +0.30 Fazla Kilo,H.ÇİZİK,CEMİL ÇİZİK,T.ÇİZİK,1.23.52,17.05
10/12/2024,Adana,3,5,4,0,OBRIGADO(4) K Kulaklık takılacağını ifade eder.,2y d d,57,A.SÖZEN,EDA BALKAROĞLU,Y.MİSDİK,1.23.55,2.4
10/12/2024,Adana,3,5,5,0,BEST ALYA(1) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,57,A.ÇELİK,ENGİN BEKİROĞULLARI,İB.B.OĞULLARI,1.23.70,3.95
10/12/2024,Adana,3,5,6,0,DERYA IS THE QUEEN(2) K Kulaklık takılacağını ifade eder.,2y k d,57,M.AKYAVUZ,MELİS KURTEL EMİN,C.DEMİR,1.23.91,2.35
10/12/2024,Adana,3,5,7,0,SAYAN FIRTINASI(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a d,53 +0.90 Fazla Kilo,M.A.AKGÖBEK AP Apranti,RAMAZAN SOYAN,T.ÇİZİK,1.23.92,20.55
10/12/2024,Adana,3,5,8,0,PRINCESS ADEN(7) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y a d,54 +2.00 Fazla Kilo,M.G.ARSLAN,DİLEK BOĞAZLIYAN ARTAR,R.ATLI,1.25.40,34.5
10/12/2024,Adana,3,6,1,1,"RİNGO RİNGO(10) t 700.000,00 TL K Kulaklık takılacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder.",2y d d,55 +0.60 Fazla Kilo,F.ÇETİNBAŞ AP Apranti,FEDAİ KAHRAMAN,BAH.GÖK,1.30.62,1.7
